SysTime,Time,[CH4]_ppm,[CH4]_ppm_sd,[CO2]_ppm,[CO2]_ppm_sd,[H2O]_ppm,[H2O]_ppm_sd,[CH4]d_ppm,[CH4]d_ppm_sd,[CO2]d_ppm,[CO2]d_ppm_sd,GasP_torr,GasP_torr_sd,GasT_C,GasT_C_sd,AmbT_C,AmbT_C_sd,RD0_us,RD0_us_sd,RD1_us,RD1_us_sd,LTC0_v,LTC0_v_sd,LTC1_v,LTC1_v_sd,Batt_v,Batt_v_sd,BATT_PERCENT,BATT_PERCENT_sd,Temp_Status_mA,Analyzer_Status_mA,Fit_Flag,MIU_VALVE,MIU_DESC
09/24/202112:02:56.005,09/24/202112:02:55.942,1.80434e+0,0.00000e+0,4.09809e+2,0.00000e+0,1.88553e+4,0.00000e+0,1.83901e+0,0.00000e+0,4.17684e+2,0.00000e+0,5.00615e+2,0.00000e+0,2.58572e+1,0.00000e+0,2.76614e+1,0.00000e+0,3.42103e+0,0.00000e+0,2.96469e+0,0.00000e+0,-9.45514e-1,0.00000e+0,-5.32887e+0,0.00000e+0,5.45232e+0,0.00000e+0,1.02754e+2,0.00000e+0,2.00000e+1,1.00000e+1,3,-1,Disabled
09/24/202112:02:56.080,09/24/202112:02:56.023,1.80332e+0,0.00000e+0,4.09251e+2,0.00000e+0,1.89396e+4,0.00000e+0,1.83814e+0,0.00000e+0,4.17152e+2,0.00000e+0,5.00874e+2,0.00000e+0,2.58544e+1,0.00000e+0,2.76657e+1,0.00000e+0,3.42098e+0,0.00000e+0,2.96433e+0,0.00000e+0,-9.45514e-1,0.00000e+0,-5.32887e+0,0.00000e+0,5.45257e+0,0.00000e+0,1.02767e+2,0.00000e+0,2.00000e+1,1.00000e+1,3,-1,Disabled
09/24/202112:02:56.221,09/24/202112:02:56.163,1.80397e+0,0.00000e+0,4.09397e+2,0.00000e+0,1.88145e+4,0.00000e+0,1.83856e+0,0.00000e+0,4.17247e+2,0.00000e+0,5.00649e+2,0.00000e+0,2.58544e+1,0.00000e+0,2.76615e+1,0.00000e+0,3.41924e+0,0.00000e+0,2.96393e+0,0.00000e+0,-9.45514e-1,0.00000e+0,-5.32887e+0,0.00000e+0,5.45256e+0,0.00000e+0,1.02766e+2,0.00000e+0,2.00000e+1,1.00000e+1,3,-1,Disabled
09/24/202112:02:57.222,09/24/202112:02:57.158,1.80341e+0,0.00000e+0,4.09357e+2,0.00000e+0,1.88615e+4,0.00000e+0,1.83808e+0,0.00000e+0,4.17227e+2,0.00000e+0,5.00655e+2,0.00000e+0,2.58591e+1,0.00000e+0,2.76682e+1,0.00000e+0,3.42092e+0,0.00000e+0,2.96414e+0,0.00000e+0,-9.45476e-1,0.00000e+0,-5.32882e+0,0.00000e+0,5.45261e+0,0.00000e+0,1.02769e+2,0.00000e+0,2.00000e+1,1.00000e+1,3,-1,Disabled
09/24/202112:02:58.211,09/24/202112:02:58.152,1.80585e+0,0.00000e+0,4.08650e+2,0.00000e+0,1.88973e+4,0.00000e+0,1.84063e+0,0.00000e+0,4.16521e+2,0.00000e+0,5.00664e+2,0.00000e+0,2.58594e+1,0.00000e+0,2.76645e+1,0.00000e+0,3.42009e+0,0.00000e+0,2.96496e+0,0.00000e+0,-9.45476e-1,0.00000e+0,-5.32882e+0,0.00000e+0,5.45264e+0,0.00000e+0,1.02771e+2,0.00000e+0,2.00000e+1,1.00000e+1,3,-1,Disabled
09/24/202112:02:59.208,09/24/202112:02:59.147,1.80550e+0,0.00000e+0,4.08491e+2,0.00000e+0,1.89010e+4,0.00000e+0,1.84028e+0,0.00000e+0,4.16360e+2,0.00000e+0,5.00646e+2,0.00000e+0,2.58599e+1,0.00000e+0,2.76640e+1,0.00000e+0,3.42016e+0,0.00000e+0,2.96486e+0,0.00000e+0,-9.45476e-1,0.00000e+0,-5.32883e+0,0.00000e+0,5.45251e+0,0.00000e+0,1.02764e+2,0.00000e+0,2.00000e+1,1.00000e+1,3,-1,Disabled
09/24/202112:03:00.199,09/24/202112:03:00.141,1.80384e+0,0.00000e+0,4.09149e+2,0.00000e+0,1.89102e+4,0.00000e+0,1.83861e+0,0.00000e+0,4.17035e+2,0.00000e+0,5.00695e+2,0.00000e+0,2.58585e+1,0.00000e+0,2.76609e+1,0.00000e+0,3.42120e+0,0.00000e+0,2.96493e+0,0.00000e+0,-9.45476e-1,0.00000e+0,-5.32883e+0,0.00000e+0,5.45244e+0,0.00000e+0,1.02760e+2,0.00000e+0,2.00000e+1,1.00000e+1,3,-1,Disabled
09/24/202112:03:01.198,09/24/202112:03:01.136,1.80438e+0,0.00000e+0,4.10028e+2,0.00000e+0,1.88573e+4,0.00000e+0,1.83906e+0,0.00000e+0,4.17909e+2,0.00000e+0,5.00667e+2,0.00000e+0,2.58607e+1,0.00000e+0,2.76594e+1,0.00000e+0,3.41977e+0,0.00000e+0,2.96534e+0,0.00000e+0,-9.45476e-1,0.00000e+0,-5.32886e+0,0.00000e+0,5.45260e+0,0.00000e+0,1.02768e+2,0.00000e+0,2.00000e+1,1.00000e+1,3,-1,Disabled
09/24/202112:03:02.192,09/24/202112:03:02.131,1.80365e+0,0.00000e+0,4.09039e+2,0.00000e+0,1.89080e+4,0.00000e+0,1.83841e+0,0.00000e+0,4.16922e+2,0.00000e+0,5.00654e+2,0.00000e+0,2.58605e+1,0.00000e+0,2.76607e+1,0.00000e+0,3.42187e+0,0.00000e+0,2.96417e+0,0.00000e+0,-9.45476e-1,0.00000e+0,-5.32886e+0,0.00000e+0,5.45262e+0,0.00000e+0,1.02769e+2,0.00000e+0,2.00000e+1,1.00000e+1,3,-1,Disabled
09/24/202112:03:03.188,09/24/202112:03:03.125,1.80536e+0,0.00000e+0,4.08809e+2,0.00000e+0,1.88829e+4,0.00000e+0,1.84010e+0,0.00000e+0,4.16677e+2,0.00000e+0,5.00657e+2,0.00000e+0,2.58602e+1,0.00000e+0,2.76617e+1,0.00000e+0,3.42083e+0,0.00000e+0,2.96349e+0,0.00000e+0,-9.45476e-1,0.00000e+0,-5.32886e+0,0.00000e+0,5.45260e+0,0.00000e+0,1.02769e+2,0.00000e+0,2.00000e+1,1.00000e+1,3,-1,Disabled
